transaction_id;customer_id;product_cat_id;transaction_date;online_order;order_status;list_price;standard_cost
7955;3484;110;27.02.17 0:00;;Approved;1762,96;950,52
8496;3484;183;28.02.17 0:00;True;Approved;1198,46;381,10
10734;3484;112;18.02.17 0:00;False;Approved;1873,97;863,95
1766;3483;172;04.09.17 0:00;False;Approved;416,98;312,74
4773;3483;29;29.04.17 0:00;True;Approved;1842,92;1105,75
5738;3483;139;03.01.17 0:00;True;Approved;1977,36;1759,85
6572;3483;176;23.03.17 0:00;True;Approved;1274,93;764,96
8265;3483;178;01.04.17 0:00;True;Approved;1386,84;1234,29
11001;3483;93;20.02.17 0:00;True;Approved;1179;707,40
610;3482;161;20.10.17 0:00;False;Approved;752,64;205,36
5909;3482;110;11.01.17 0:00;True;Approved;1228,07;400,91
6719;3482;84;12.03.17 0:00;False;Approved;1777,8;820,78
7493;3482;25;02.04.17 0:00;False;Approved;1403,5;954,82
12666;3482;21;10.07.17 0:00;False;Approved;1469,44;596,55
15230;3482;4;01.03.17 0:00;True;Approved;1765,3;709,48
18220;3482;81;03.12.17 0:00;True;Approved;1810;1610,90
19235;3482;44;26.07.17 0:00;True;Approved;1635,3;993,66
558;3481;83;22.02.17 0:00;False;Approved;495,72;297,43
7634;3481;72;09.03.17 0:00;False;Approved;441,49;84,99
8062;3481;114;11.07.17 0:00;True;Approved;230,91;173,18
8658;3481;110;06.11.17 0:00;True;Approved;1762,96;950,52
9197;3481;63;04.05.17 0:00;False;Approved;235,63;125,07
14492;3481;180;03.10.17 0:00;True;Approved;642,7;211,37
19785;3481;93;03.07.17 0:00;True;Approved;1179;707,40
1730;3480;88;14.12.17 0:00;False;Approved;1172,78;1043,77
2542;3480;105;26.01.17 0:00;False;Approved;1466,68;363,25
17300;3480;146;29.10.17 0:00;True;Approved;1061,56;733,58
18014;3480;60;08.09.17 0:00;False;Approved;958,74;748,90
5478;3479;107;09.06.17 0:00;False;Approved;363,01;290,41
6118;3479;94;19.03.17 0:00;True;Approved;1274,93;764,96
9336;3479;64;26.05.17 0:00;True;Approved;290,62;215,14
10722;3479;17;29.11.17 0:00;False;Approved;1292,84;13,44
12014;3479;58;29.05.17 0:00;True;Approved;1073,07;933,84
16624;3479;43;26.10.17 0:00;True;Approved;1720,7;1531,42
1318;3478;9;08.06.17 0:00;True;Approved;1231,15;161,60
2864;3478;38;24.09.17 0:00;False;Approved;642,7;211,37
4306;3478;110;05.11.17 0:00;True;Approved;1228,07;400,91
11497;3478;18;01.12.17 0:00;False;Approved;499,53;388,72
14101;3478;109;20.11.17 0:00;True;Approved;1036,59;206,35
18185;3478;90;11.10.17 0:00;False;Approved;1807,45;778,69
602;3477;20;23.08.17 0:00;True;Approved;1362,99;57,74
1907;3477;47;06.05.17 0:00;False;Approved;1977,36;1759,85
3426;3477;57;27.10.17 0:00;True;Approved;175,89;131,92
6200;3477;106;25.10.17 0:00;True;Approved;792,9;594,68
8386;3477;25;25.09.17 0:00;False;Approved;1403,5;954,82
10526;3477;81;10.05.17 0:00;True;Approved;1810;1610,90
13272;3477;87;27.02.17 0:00;False;Approved;795,34;101,58
16744;3477;34;23.03.17 0:00;;Approved;1894,19;598,76
465;3476;102;17.04.17 0:00;False;Approved;230,91;173,18
3225;3476;102;02.11.17 0:00;True;Approved;230,91;173,18
11767;3476;89;10.11.17 0:00;True;Approved;1065,03;230,09
14969;3476;18;20.08.17 0:00;True;Approved;499,53;388,72
17112;3476;41;17.07.17 0:00;False;Approved;227,88;136,73
4817;3475;57;27.12.17 0:00;False;Approved;175,89;131,92
5934;3475;110;25.06.17 0:00;True;Approved;1228,07;400,91
12387;3475;21;17.03.17 0:00;False;Approved;1469,44;596,55
12815;3475;56;11.02.17 0:00;False;Approved;912,52;141,40
1390;3474;70;15.08.17 0:00;True;Approved;533,51;400,13
1976;3474;1;26.08.17 0:00;True;Approved;2091,47;388,92
9955;3474;60;10.09.17 0:00;True;Approved;958,74;748,90
16442;3474;74;20.10.17 0:00;True;Approved;495,72;297,43
16803;3474;10;13.07.17 0:00;True;Approved;574,64;459,71
60;3473;47;18.12.17 0:00;False;Approved;1977,36;1759,85
11079;3473;25;04.08.17 0:00;False;Approved;1403,5;954,82
16206;3473;16;07.10.17 0:00;True;Approved;1311,44;1167,18
17845;3473;87;19.05.17 0:00;False;Approved;795,34;101,58
2494;3472;82;20.08.17 0:00;False;Approved;1775,81;1580,47
11654;3472;10;09.02.17 0:00;False;Approved;574,64;459,71
11720;3472;60;25.12.17 0:00;False;Approved;958,74;748,90
16686;3472;21;15.07.17 0:00;True;Approved;1469,44;596,55
19420;3472;34;07.02.17 0:00;True;Approved;1894,19;598,76
19772;3472;41;09.02.17 0:00;True;Approved;227,88;136,73
4908;3471;114;30.06.17 0:00;True;Approved;230,91;173,18
5373;3471;159;24.02.17 0:00;False;Approved;1024,66;614,80
7394;3471;19;30.04.17 0:00;True;Approved;1538,99;829,65
17229;3471;29;04.08.17 0:00;False;Approved;1842,92;1105,75
93;3470;16;28.11.17 0:00;True;Approved;1311,44;1167,18
656;3470;75;28.12.17 0:00;False;Approved;1992,93;762,63
1883;3470;150;27.06.17 0:00;False;Approved;1151,96;649,49
2771;3470;121;01.01.17 0:00;False;Approved;2005,66;1203,40
5238;3470;84;02.11.17 0:00;False;Approved;1777,8;820,78
6280;3470;129;18.09.17 0:00;False;Approved;1703,52;1516,13
9979;3470;1;06.07.17 0:00;True;Approved;2091,47;388,92
18036;3470;1;27.04.17 0:00;True;Approved;2091,47;388,92
1314;3469;10;04.06.17 0:00;False;Approved;574,64;459,71
2192;3469;0;22.11.17 0:00;True;Approved;71,49;53,62
2615;3469;20;24.11.17 0:00;;Approved;1362,99;57,74
9347;3469;129;06.08.17 0:00;False;Approved;1703,52;1516,13
507;3468;111;02.09.17 0:00;True;Approved;1842,92;1105,75
1461;3468;23;26.03.17 0:00;False;Approved;360,4;270,30
2297;3468;113;04.12.17 0:00;True;Approved;774,53;464,72
10029;3468;160;30.01.17 0:00;;Approved;590,26;525,33
10435;3468;100;29.12.17 0:00;False;Approved;1386,84;1234,29
15307;3468;74;11.09.17 0:00;True;Approved;495,72;297,43
17555;3468;47;27.12.17 0:00;False;Approved;1977,36;1759,85
266;3467;30;07.11.17 0:00;True;Approved;1769,64;108,76
820;3467;38;08.10.17 0:00;False;Approved;642,7;211,37
2667;3467;156;17.04.17 0:00;True;Approved;1280,28;829,51
5701;3467;105;25.12.17 0:00;False;Approved;1466,68;363,25
10417;3467;15;02.07.17 0:00;False;Approved;1555,58;818,01
11640;3467;136;02.05.17 0:00;False;Approved;1577,53;826,51
249;3466;11;10.02.17 0:00;True;Approved;71,16;56,93
12919;3466;13;23.10.17 0:00;False;Approved;1661,92;1479,11
17495;3466;119;25.08.17 0:00;True;Approved;688,63;612,88
1216;3465;143;29.07.17 0:00;True;Approved;586,45;521,94
2945;3465;140;19.10.17 0:00;False;Approved;227,88;136,73
9210;3465;186;21.04.17 0:00;False;Approved;1810;1610,90
15969;3465;164;24.03.17 0:00;True;Approved;980,37;234,43
16558;3465;127;28.08.17 0:00;True;Approved;1894,19;598,76
17120;3465;95;21.06.17 0:00;True;Approved;1945,43;333,18
18068;3465;114;04.06.17 0:00;True;Approved;230,91;173,18
18070;3465;152;24.03.17 0:00;False;Approved;742,54;667,40
18486;3465;8;01.07.17 0:00;True;Cancelled;1071,23;380,74
19171;3465;22;03.05.17 0:00;False;Approved;574,64;459,71
4228;3464;91;04.06.17 0:00;False;Approved;1142,89;
18822;3464;132;13.12.17 0:00;;Approved;748,17;448,90
1096;3463;113;30.01.17 0:00;True;Approved;774,53;464,72
10382;3463;119;03.02.17 0:00;True;Approved;688,63;612,88
12832;3463;124;03.11.17 0:00;True;Approved;1458,17;874,90
19648;3463;45;12.06.17 0:00;False;Approved;100,35;75,26
2022;3462;164;09.12.17 0:00;False;Approved;980,37;234,43
7845;3462;77;09.11.17 0:00;True;Approved;1289,85;74,51
10432;3462;158;03.06.17 0:00;True;Approved;1466,68;363,25
13764;3462;7;07.05.17 0:00;False;Approved;1292,84;13,44
16340;3462;42;16.11.17 0:00;True;Approved;363,01;290,41
1613;3461;56;07.01.17 0:00;False;Approved;912,52;141,40
5967;3461;113;19.07.17 0:00;True;Approved;774,53;464,72
6878;3461;81;12.04.17 0:00;False;Approved;1810;1610,90
13937;3461;58;14.08.17 0:00;False;Approved;1073,07;933,84
14431;3461;56;16.08.17 0:00;True;Approved;912,52;141,40
17592;3461;15;22.05.17 0:00;False;Approved;1555,58;818,01
19362;3461;20;26.05.17 0:00;False;Approved;1362,99;57,74
5713;3460;17;29.04.17 0:00;False;Approved;1292,84;13,44
5809;3460;111;05.11.17 0:00;False;Cancelled;1842,92;1105,75
7061;3460;101;14.02.17 0:00;False;Approved;742,54;667,40
7497;3460;30;06.07.17 0:00;True;Approved;1769,64;108,76
11149;3460;69;11.10.17 0:00;True;Approved;441,49;84,99
17869;3460;76;21.02.17 0:00;False;Approved;1812,75;582,48
19189;3460;21;04.06.17 0:00;False;Approved;1469,44;596,55
19374;3460;30;29.01.17 0:00;False;Approved;1769,64;108,76
19918;3460;25;12.07.17 0:00;True;Approved;1403,5;954,82
7873;3459;51;04.07.17 0:00;False;Approved;1216,14;1082,36
13648;3459;12;24.06.17 0:00;False;Approved;1057,51;154,40
14529;3459;117;25.10.17 0:00;True;Approved;1890,39;260,14
14361;3458;141;08.06.17 0:00;True;Approved;2005,66;1203,40
15349;3458;27;13.09.17 0:00;False;Approved;543,39;407,54
17862;3458;143;11.05.17 0:00;;Approved;586,45;521,94
19008;3458;141;06.02.17 0:00;False;Approved;2005,66;1203,40
1680;3457;10;14.02.17 0:00;False;Approved;574,64;459,71
10991;3457;2;24.09.17 0:00;True;Approved;1793,43;248,82
13231;3457;79;14.05.17 0:00;False;Approved;358,39;215,03
7823;3456;5;23.07.17 0:00;True;Approved;1538,99;829,65
10438;3456;3;28.08.17 0:00;False;Approved;1198,46;381,10
14609;3456;21;28.10.17 0:00;False;Approved;1469,44;596,55
53;3455;41;21.12.17 0:00;True;Approved;227,88;136,73
1277;3455;0;27.06.17 0:00;True;Approved;71,49;53,62
3887;3455;113;16.02.17 0:00;False;Approved;774,53;464,72
9994;3455;126;11.05.17 0:00;True;Approved;1148,64;689,18
15852;3455;135;01.01.17 0:00;False;Approved;1762,96;950,52
16539;3455;119;16.01.17 0:00;False;Approved;688,63;612,88
1151;3454;32;31.08.17 0:00;True;Approved;642,31;513,85
12050;3454;81;05.06.17 0:00;False;Approved;1810;1610,90
12668;3454;71;30.05.17 0:00;True;Approved;569,56;528,43
16495;3454;110;06.05.17 0:00;False;Approved;1228,07;400,91
17679;3454;16;06.09.17 0:00;True;Approved;1311,44;1167,18
7226;3453;126;04.04.17 0:00;False;Approved;1148,64;689,18
7908;3453;52;13.06.17 0:00;False;Approved;1129,13;677,48
10177;3453;89;15.07.17 0:00;False;Approved;1065,03;230,09
15528;3453;66;15.07.17 0:00;True;Approved;478,16;298,72
16533;3453;47;24.08.17 0:00;True;Approved;1977,36;1759,85
17170;3453;74;19.10.17 0:00;False;Approved;495,72;297,43
11697;3452;136;10.04.17 0:00;True;Approved;1577,53;826,51
15079;3452;9;28.12.17 0:00;False;Approved;1231,15;161,60
4015;3451;131;19.11.17 0:00;True;Approved;1793,43;248,82
5687;3451;180;30.03.17 0:00;False;Approved;642,7;211,37
5883;3451;63;02.12.17 0:00;False;Approved;235,63;125,07
8310;3451;118;29.10.17 0:00;False;Approved;533,51;400,13
9154;3451;158;15.12.17 0:00;True;Approved;1466,68;363,25
9839;3451;48;05.12.17 0:00;False;Approved;12,01;7,21
12951;3451;118;21.06.17 0:00;False;Approved;290,62;215,14
13461;3451;112;06.07.17 0:00;True;Approved;1873,97;863,95
17219;3451;118;21.05.17 0:00;True;Approved;290,62;215,14
5210;3450;30;11.01.17 0:00;True;Approved;1769,64;108,76
5402;3450;38;13.01.17 0:00;True;Approved;642,7;211,37
5912;3450;100;24.04.17 0:00;True;Approved;1386,84;1234,29
13722;3450;69;23.09.17 0:00;False;Approved;441,49;84,99
16498;3450;137;05.04.17 0:00;False;Approved;1636,9;44,71
17875;3450;123;08.06.17 0:00;True;Approved;1483,2;99,59
3680;3449;36;19.06.17 0:00;False;Approved;1151,96;649,49
4222;3449;144;26.04.17 0:00;False;Approved;1280,28;829,51
5019;3449;73;29.04.17 0:00;False;Approved;1148,64;689,18
15411;3449;24;03.08.17 0:00;True;Approved;642,31;513,85
3548;3448;49;11.11.17 0:00;True;Approved;1403,5;954,82
10787;3448;182;16.04.17 0:00;False;Approved;1555,58;818,01
10927;3448;140;20.12.17 0:00;False;Approved;227,88;136,73
16145;3448;127;12.05.17 0:00;True;Approved;1894,19;598,76
16634;3448;179;06.10.17 0:00;True;Approved;175,89;131,92
1615;3447;148;16.01.17 0:00;True;Approved;1240,31;795,10
7259;3447;125;16.08.17 0:00;True;Approved;1469,44;596,55
8126;3447;154;15.04.17 0:00;False;Approved;1703,52;1516,13
9065;3447;120;17.03.17 0:00;False;Approved;1129,13;677,48
12415;3447;22;26.06.17 0:00;True;Approved;574,64;459,71
12615;3447;17;26.08.17 0:00;True;Approved;1807,45;778,69
14359;3447;181;08.10.17 0:00;True;Approved;1775,81;1580,47
14761;3447;180;24.02.17 0:00;;Approved;642,7;211,37
14905;3447;179;18.08.17 0:00;True;Approved;175,89;131,92
17720;3447;172;05.05.17 0:00;True;Approved;416,98;312,74
18932;3447;49;20.08.17 0:00;False;Approved;1403,5;954,82
17981;3446;106;26.12.17 0:00;True;Approved;792,9;594,68
18165;3446;37;03.12.17 0:00;False;Approved;235,63;125,07
8098;3445;162;05.02.17 0:00;True;Approved;1227,34;770,89
8246;3445;16;17.02.17 0:00;False;Approved;1311,44;1167,18
10687;3445;16;16.12.17 0:00;False;Approved;1311,44;1167,18
11818;3445;60;02.09.17 0:00;True;Approved;958,74;748,90
14954;3445;117;13.05.17 0:00;True;Approved;1890,39;260,14
18600;3445;17;31.01.17 0:00;True;Approved;1292,84;13,44
9596;3444;100;22.03.17 0:00;False;Approved;1386,84;1234,29
14017;3444;34;21.11.17 0:00;False;Approved;1894,19;598,76
5404;3443;39;28.07.17 0:00;False;Approved;1240,31;795,10
5872;3443;55;13.02.17 0:00;False;Approved;183,86;137,90
8129;3443;25;01.12.17 0:00;True;Approved;1403,5;954,82
11805;3443;1;14.05.17 0:00;True;Approved;2091,47;388,92
14704;3443;71;14.01.17 0:00;False;Approved;569,56;528,43
18305;3443;39;01.09.17 0:00;True;Approved;1240,31;795,10
4260;3442;110;08.05.17 0:00;True;Approved;1228,07;400,91
8445;3442;39;24.05.17 0:00;False;Approved;1240,31;795,10
11425;3442;55;20.05.17 0:00;True;Approved;183,86;137,90
18349;3442;47;10.06.17 0:00;False;Approved;1977,36;1759,85
3374;3441;49;14.08.17 0:00;False;Approved;1403,5;954,82
6327;3441;182;25.01.17 0:00;False;Approved;1555,58;818,01
6549;3441;27;21.04.17 0:00;False;Approved;544,05;376,84
7210;3441;118;26.05.17 0:00;False;Approved;290,62;215,14
13523;3441;8;26.07.17 0:00;False;Approved;1071,23;380,74
1694;3440;108;28.11.17 0:00;False;Approved;202,62;151,96
6083;3440;15;10.04.17 0:00;True;Approved;1555,58;818,01
8011;3440;70;10.10.17 0:00;False;Approved;533,51;400,13
8187;3440;58;23.08.17 0:00;False;Approved;1073,07;933,84
10723;3440;13;20.03.17 0:00;False;Approved;1661,92;1479,11
1196;3439;4;27.08.17 0:00;False;Approved;1765,3;709,48
7774;3439;106;09.10.17 0:00;True;Approved;792,9;594,68
11013;3439;99;30.04.17 0:00;True;Approved;544,05;376,84
13933;3439;25;27.03.17 0:00;True;Approved;1403,5;954,82
17401;3439;106;22.08.17 0:00;False;Approved;792,9;594,68
19834;3439;71;17.10.17 0:00;False;Approved;569,56;528,43
1506;3438;39;12.03.17 0:00;True;Approved;1240,31;795,10
4545;3438;20;24.03.17 0:00;True;Approved;1362,99;57,74
8575;3438;74;09.07.17 0:00;False;Approved;495,72;297,43
13711;3438;105;17.05.17 0:00;False;Approved;1466,68;363,25
17600;3438;32;23.05.17 0:00;True;Approved;642,31;513,85
3754;3437;186;17.05.17 0:00;True;Approved;1810;1610,90
11222;3437;174;28.03.17 0:00;False;Approved;1073,07;933,84
13538;3437;63;25.01.17 0:00;False;Approved;235,63;125,07
14532;3437;26;19.09.17 0:00;True;Approved;1720,7;1531,42
19089;3437;53;20.04.17 0:00;False;Approved;2091,47;388,92
267;3436;106;13.08.17 0:00;True;Approved;792,9;594,68
2175;3436;82;31.01.17 0:00;True;Approved;1775,81;1580,47
11585;3436;18;08.12.17 0:00;True;Approved;499,53;388,72
15419;3436;25;19.08.17 0:00;False;Approved;1403,5;954,82
15582;3436;107;21.10.17 0:00;True;Approved;363,01;290,41
15616;3436;130;28.08.17 0:00;True;Approved;1163,89;589,27
18398;3436;1;11.04.17 0:00;False;Approved;2091,47;388,92
759;3435;44;05.07.17 0:00;True;Approved;1635,3;993,66
764;3435;106;28.06.17 0:00;True;Approved;792,9;594,68
10374;3435;130;16.08.17 0:00;False;Approved;1163,89;589,27
11437;3435;62;03.01.17 0:00;True;Approved;1071,23;380,74
17611;3435;43;02.02.17 0:00;False;Approved;1720,7;1531,42
9021;3434;129;27.10.17 0:00;False;Approved;1703,52;1516,13
11692;3434;64;30.04.17 0:00;False;Approved;290,62;215,14
13813;3434;43;06.07.17 0:00;True;Approved;1720,7;1531,42
16272;3434;9;06.05.17 0:00;False;Approved;1231,15;161,60
16858;3434;113;02.08.17 0:00;True;Approved;774,53;464,72
901;3433;146;09.02.17 0:00;False;Approved;1061,56;733,58
1612;3433;126;14.03.17 0:00;True;Approved;1148,64;689,18
2696;3433;157;15.04.17 0:00;False;Approved;543,39;407,54
4962;3433;15;02.06.17 0:00;False;Approved;1555,58;818,01
6682;3433;41;23.11.17 0:00;False;Approved;227,88;136,73
7518;3433;90;30.12.17 0:00;False;Approved;1807,45;778,69
8858;3433;137;22.01.17 0:00;True;Approved;1636,9;44,71
10921;3433;123;03.05.17 0:00;False;Approved;1483,2;99,59
11774;3433;98;30.01.17 0:00;True;Approved;416,98;312,74
17326;3433;160;11.09.17 0:00;True;Approved;590,26;525,33
3288;3432;160;22.07.17 0:00;True;Approved;590,26;525,33
4037;3432;126;21.05.17 0:00;False;Approved;1148,64;689,18
5941;3432;75;05.08.17 0:00;True;Approved;1992,93;762,63
7006;3432;132;28.05.17 0:00;True;Approved;748,17;448,90
10930;3432;124;15.09.17 0:00;True;Approved;1458,17;874,90
10984;3432;67;11.04.17 0:00;False;Approved;1024,66;614,80
11725;3432;60;18.07.17 0:00;False;Approved;958,74;748,90
17885;3432;156;13.02.17 0:00;True;Approved;1280,28;829,51
1765;3431;135;03.11.17 0:00;True;Approved;1762,96;950,52
3552;3431;111;07.02.17 0:00;False;Approved;1842,92;1105,75
11007;3431;75;22.06.17 0:00;True;Approved;1992,93;762,63
13407;3431;110;08.10.17 0:00;True;Approved;1228,07;400,91
14433;3431;11;14.04.17 0:00;True;Approved;71,16;56,93
15813;3431;136;27.05.17 0:00;False;Approved;1577,53;826,51
16430;3431;77;25.03.17 0:00;True;Approved;945,04;507,58
16566;3431;132;22.02.17 0:00;False;Approved;748,17;448,90
17029;3431;121;02.12.17 0:00;True;Approved;2005,66;1203,40
19407;3431;18;21.07.17 0:00;True;Approved;499,53;388,72
4048;3430;135;13.09.17 0:00;False;Approved;1762,96;950,52
7556;3430;43;28.10.17 0:00;False;Approved;1720,7;1531,42
7671;3430;71;04.06.17 0:00;True;Approved;569,56;528,43
7783;3430;116;05.01.17 0:00;False;Approved;12,01;7,21
11209;3430;0;07.04.17 0:00;True;Approved;71,49;53,62
13759;3430;52;10.09.17 0:00;False;Approved;1129,13;677,48
19211;3430;157;20.09.17 0:00;True;Approved;543,39;407,54
7299;3429;48;01.06.17 0:00;False;Approved;12,01;7,21
7648;3429;35;05.05.17 0:00;False;Approved;1163,89;589,27
10821;3429;95;31.08.17 0:00;True;Approved;1945,43;333,18
15095;3429;187;22.03.17 0:00;True;Approved;202,62;151,96
1993;3428;94;30.09.17 0:00;True;Approved;1274,93;764,96
6830;3427;13;26.09.17 0:00;False;Approved;1661,92;1479,11
10120;3427;100;26.04.17 0:00;False;Approved;1386,84;1234,29
11526;3427;84;16.08.17 0:00;False;Approved;1777,8;820,78
14597;3427;136;16.09.17 0:00;True;Approved;1577,53;826,51
14817;3427;25;09.05.17 0:00;True;Approved;1403,5;954,82
15834;3427;150;15.01.17 0:00;False;Approved;1151,96;649,49
18866;3427;111;29.12.17 0:00;False;Approved;1842,92;1105,75
19470;3427;43;05.02.17 0:00;False;Approved;1720,7;1531,42
8976;3426;47;15.11.17 0:00;True;Approved;1977,36;1759,85
9686;3426;32;25.10.17 0:00;True;Approved;642,31;513,85
14676;3426;4;01.06.17 0:00;False;Approved;1765,3;709,48
15532;3426;97;25.05.17 0:00;False;Approved;980,37;234,43
15826;3426;94;04.01.17 0:00;True;Approved;1274,93;764,96
18229;3426;4;31.10.17 0:00;True;Approved;1765,3;709,48
358;3425;41;06.12.17 0:00;True;Approved;227,88;136,73
7049;3425;84;13.03.17 0:00;True;Approved;1777,8;820,78
7624;3425;98;12.12.17 0:00;False;Approved;416,98;312,74
14591;3425;101;29.11.17 0:00;True;Approved;742,54;667,40
15227;3425;110;25.01.17 0:00;True;Approved;1228,07;400,91
16028;3425;34;04.07.17 0:00;True;Approved;1894,19;598,76
12268;3424;20;23.01.17 0:00;True;Approved;1362,99;57,74
19946;3424;136;30.07.17 0:00;True;Approved;1577,53;826,51
3208;3423;106;11.04.17 0:00;False;Approved;792,9;594,68
10071;3423;88;14.10.17 0:00;True;Approved;1172,78;1043,77
16324;3423;67;10.09.17 0:00;True;Approved;1024,66;614,80
17889;3423;11;18.05.17 0:00;False;Approved;71,16;56,93
7963;3422;5;28.11.17 0:00;True;Approved;1538,99;829,65
11457;3422;146;12.03.17 0:00;True;Approved;1061,56;733,58
12282;3422;160;24.05.17 0:00;False;Approved;590,26;525,33
15086;3422;156;01.11.17 0:00;False;Approved;1280,28;829,51
19816;3422;130;06.02.17 0:00;True;Approved;1163,89;589,27
815;3421;6;19.10.17 0:00;True;Approved;60,34;45,26
2385;3421;13;08.05.17 0:00;True;Approved;1661,92;1479,11
5241;3421;56;13.02.17 0:00;False;Approved;912,52;141,40
5340;3421;111;02.12.17 0:00;True;Approved;1842,92;1105,75
5612;3421;110;27.08.17 0:00;True;Approved;1228,07;400,91
7639;3421;130;25.03.17 0:00;False;Approved;1163,89;589,27
13597;3421;94;22.05.17 0:00;False;Approved;1274,93;764,96
